"LOCATION","Country","FAMILY","Family type","HBTOPUPS","Include housing benefits","TYPE","Type of indicator","TIME","Year","Value","Flag Codes","Flags"
"ESP","Spain","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",25,,
"ESP","Spain","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",26,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2001","2001",152719,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2002","2002",156433,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2003","2003",160575,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2004","2004",166986,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2005","2005",167258,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2006","2006",173764,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2007","2007",177884,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",183294,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",189578,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",190762,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",193822,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",199632,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",202884,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",204878,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",206061,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",216753,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",220244,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",223431,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2019","2019",235163,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2001","2001",45,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2002","2002",45,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2003","2003",44,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2004","2004",45,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",42,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",42,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",40,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",40,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",41,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",40,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",38,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",39,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",39,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",38,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",37,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",38,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",38,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",38,,
"SWE","Sweden","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",39,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2001","2001",41434,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2002","2002",41759,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2003","2003",41960,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2004","2004",42220,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2005","2005",40572,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2006","2006",40793,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2007","2007",41321,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",41266,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",41378,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",41662,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",42239,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",42977,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",43392,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",42684,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",42631,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",43152,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",43231,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",43377,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2001","2001",48,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2002","2002",48,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2003","2003",47,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2004","2004",47,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",44,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",43,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",42,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",41,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",41,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",40,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",39,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",39,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",42,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",41,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",41,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",42,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",42,,
"CHE","Switzerland","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",42,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2005","2005",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2006","2006",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2007","2007",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",0,,
"TUR","Turkey","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",0,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2001","2001",13532,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2002","2002",14022,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2003","2003",14955,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2004","2004",15630,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2005","2005",16052,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2006","2006",16560,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2007","2007",17274,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",18739,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",19449,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",19880,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",20223,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",20446,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",20608,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",20752,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",21062,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",21286,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",21025,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",21225,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2019","2019",20000,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2001","2001",58,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2002","2002",58,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2003","2003",61,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2004","2004",61,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",61,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",60,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",60,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",63,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",65,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",65,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",64,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",63,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",62,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",60,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",60,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",59,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",56,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",55,,
"GBR","United Kingdom","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",51,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2001","2001",11496,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2002","2002",11904,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2003","2003",12108,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2004","2004",12216,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2005","2005",12516,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2006","2006",12972,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2007","2007",13188,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",13548,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",15156,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",15180,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",15180,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",15180,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",15180,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",14748,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",14952,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",14952,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",14952,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",14844,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2019","2019",14868,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2001","2001",24,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2002","2002",25,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2003","2003",25,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2004","2004",24,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",24,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",24,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",24,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",24,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",27,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",27,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",26,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",25,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",25,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",24,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",23,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",22,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",21,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",20,,
"USA","United States","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",20,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",2357,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",2725,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",2734,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",2734,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",2734,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",2778,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",2810,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",2810,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",2810,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",2812,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",3191,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2019","2019",3200,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",18,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",19,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",22,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",21,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",20,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",18,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",19,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",20,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",17,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",17,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",19,,
"BGR","Bulgaria","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",19,,
"CHL","Chile","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",932100,,
"CHL","Chile","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",1414720,,
"CHL","Chile","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",1186536,,
"CHL","Chile","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",1183368,,
"CHL","Chile","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",1192104,,
