# CSV-File created with merge-csv.com
# -----------------------------------------------------------

﻿ref_area.label,indicator.label,source.label,time,cbc_value
United States,SDG indicator 8.5.2 - Unemployment rate (%),USA - LFS - Current Population Survey,Sex: Female,"Age (Youth, adults): 15-64",2018,3.8701
United States,SDG indicator 8.5.2 - Unemployment rate (%),USA - LFS - Current Population Survey,Sex: Female,"Age (Youth, adults): 15-24",2018,7.6713
United States,SDG indicator 8.5.2 - Unemployment rate (%),USA - LFS - Current Population Survey,Sex: Female,"Age (Youth, adults): 25+",2018,3.2373
United States,SDG indicator 8.5.2 - Unemployment rate (%),USA - LFS - Current Population Survey,Sex: Total,"Age (Youth, adults): 15+",2019,3.6692
United States,SDG indicator 8.5.2 - Unemployment rate (%),USA - LFS - Current Population Survey,Sex: Total,"Age (Youth, adults): 15-64",2019,3.718
United States,SDG indicator 8.5.2 - Unemployment rate (%),USA - LFS - Current Population Survey,Sex: Total,"Age (Youth, adults): 15-24",2019,8.3921
United States,SDG indicator 8.5.2 - Unemployment rate (%),USA - LFS - Current Population Survey,Sex: Total,"Age (Youth, adults): 25+",2019,2.9698
United States,SDG indicator 8.5.2 - Unemployment rate (%),USA - LFS - Current Population Survey,Sex: Male,"Age (Youth, adults): 15+",2019,3.7221
United States,SDG indicator 8.5.2 - Unemployment rate (%),USA - LFS - Current Population Survey,Sex: Male,"Age (Youth, adults): 15-64",2019,3.7822
United States,SDG indicator 8.5.2 - Unemployment rate (%),USA - LFS - Current Population Survey,Sex: Male,"Age (Youth, adults): 15-24",2019,9.4046
United States,SDG indicator 8.5.2 - Unemployment rate (%),USA - LFS - Current Population Survey,Sex: Male,"Age (Youth, adults): 25+",2019,2.9186
United States,SDG indicator 8.5.2 - Unemployment rate (%),USA - LFS - Current Population Survey,Sex: Female,"Age (Youth, adults): 15+",2019,3.6095
United States,SDG indicator 8.5.2 - Unemployment rate (%),USA - LFS - Current Population Survey,Sex: Female,"Age (Youth, adults): 15-64",2019,3.646
United States,SDG indicator 8.5.2 - Unemployment rate (%),USA - LFS - Current Population Survey,Sex: Female,"Age (Youth, adults): 15-24",2019,7.3419
United States,SDG indicator 8.5.2 - Unemployment rate (%),USA - LFS - Current Population Survey,Sex: Female,"Age (Youth, adults): 25+",2019,3.0284
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Total,"Age (Youth, adults): 15+",2009,5
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Male,"Age (Youth, adults): 15+",2009,4.3
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Female,"Age (Youth, adults): 15+",2009,5.9
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Total,"Age (Youth, adults): 15+",2010,5.4
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Male,"Age (Youth, adults): 15+",2010,4.6
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Female,"Age (Youth, adults): 15+",2010,6.3
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Total,"Age (Youth, adults): 15+",2011,5
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Male,"Age (Youth, adults): 15+",2011,5.1
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Female,"Age (Youth, adults): 15+",2011,4.8
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Total,"Age (Youth, adults): 15+",2012,4.9
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Male,"Age (Youth, adults): 15+",2012,5
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Female,"Age (Youth, adults): 15+",2012,4.7
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Total,"Age (Youth, adults): 15+",2013,4.9
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Male,"Age (Youth, adults): 15+",2013,5
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Female,"Age (Youth, adults): 15+",2013,4.7
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Total,"Age (Youth, adults): 15+",2014,5.1
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Male,"Age (Youth, adults): 15+",2014,5.2
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Female,"Age (Youth, adults): 15+",2014,4.9
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Total,"Age (Youth, adults): 15+",2015,5.2
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Male,"Age (Youth, adults): 15+",2015,5.3
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Female,"Age (Youth, adults): 15+",2015,5
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Total,"Age (Youth, adults): 15+",2016,5.2
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Male,"Age (Youth, adults): 15+",2016,5.3
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Female,"Age (Youth, adults): 15+",2016,5
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Total,"Age (Youth, adults): 15+",2017,5.8
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Male,"Age (Youth, adults): 15+",2017,6
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Female,"Age (Youth, adults): 15+",2017,5.6
Uzbekistan,SDG indicator 8.5.2 - Unemployment rate (%),UZB - HS - General Household Survey,Sex: Total,"Age (Youth, adults): 15+",2018,9.3
Saint Vincent and the Grenadines,SDG indicator 8.5.2 - Unemployment rate (%),VCT - PC - Population Census,Sex: Total,"Age (Youth, adults): 15+",2001,21.1
Saint Vincent and the Grenadines,SDG indicator 8.5.2 - Unemployment rate (%),VCT - PC - Population Census,Sex: Male,"Age (Youth, adults): 15+",2001,22.6
Saint Vincent and the Grenadines,SDG indicator 8.5.2 - Unemployment rate (%),VCT - PC - Population Census,Sex: Female,"Age (Youth, adults): 15+",2001,18.6
Saint Vincent and the Grenadines,SDG indicator 8.5.2 - Unemployment rate (%),VCT - OE - Official estimates,Sex: Total,"Age (Youth, adults): 15+",2008,18.79
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Total,"Age (Youth, adults): 15+",2002,16.17
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Male,"Age (Youth, adults): 15+",2002,14.43
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Female,"Age (Youth, adults): 15+",2002,18.82
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Total,"Age (Youth, adults): 15+",2003,16.78
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Male,"Age (Youth, adults): 15+",2003,14.41
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Female,"Age (Youth, adults): 15+",2003,20.29
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - PC - Censos de población,Sex: Total,"Age (Youth, adults): 15+",2001,8.83
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - PC - Censos de población,Sex: Total,"Age (Youth, adults): 15-64",2001,8.99
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - PC - Censos de población,Sex: Total,"Age (Youth, adults): 15-24",2001,16.21
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - PC - Censos de población,Sex: Total,"Age (Youth, adults): 25+",2001,6.91
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - PC - Censos de población,Sex: Male,"Age (Youth, adults): 15+",2001,10.14
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - PC - Censos de población,Sex: Male,"Age (Youth, adults): 15-64",2001,10.37
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - PC - Censos de población,Sex: Male,"Age (Youth, adults): 15-24",2001,17.27
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - PC - Censos de población,Sex: Male,"Age (Youth, adults): 25+",2001,8.19
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - PC - Censos de población,Sex: Female,"Age (Youth, adults): 15+",2001,6.39
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - PC - Censos de población,Sex: Female,"Age (Youth, adults): 15-64",2001,6.47
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - PC - Censos de población,Sex: Female,"Age (Youth, adults): 15-24",2001,13.96
"Venezuela, Bolivarian Republic of",SDG indicator 8.5.2 - Unemployment rate (%),VEN - PC - Censos de población,Sex: Female,"Age (Youth, adults): 25+",2001,4.62
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15+",2000,2.26
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15+",2000,2.37
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15+",2000,2.14
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15+",2001,2.76
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15+",2001,2.27
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15+",2001,3.26
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15+",2002,2.12
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15+",2002,1.92
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15+",2002,2.33
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15+",2003,2.25
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15+",2003,1.88
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15+",2003,2.63
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15+",2004,2.14
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-64",2004,2.18
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-24",2004,4.62
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 25+",2004,1.47
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15+",2004,1.86
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-64",2004,1.89
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-24",2004,4.38
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 25+",2004,1.14
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15+",2004,2.44
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-64",2004,2.48
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-24",2004,4.88
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 25+",2004,1.8
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15+",2007,2.0264
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-64",2007,2.0935
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-24",2007,6.2386
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 25+",2007,1.0913
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15+",2007,2.1153
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-64",2007,2.1832
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-24",2007,6.4156
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 25+",2007,1.1292
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15+",2007,1.9346
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-64",2007,2.0008
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-24",2007,6.0456
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 25+",2007,1.0527
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15+",2009,1.7368
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-64",2009,1.7968
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-24",2009,4.6145
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 25+",2009,1.0844
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15+",2009,1.8895
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-64",2009,1.9519
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-24",2009,4.8185
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 25+",2009,1.2136
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15+",2009,1.5752
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-64",2009,1.6323
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-24",2009,4.3921
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 25+",2009,0.9485
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15+",2010,1.1136
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-64",2010,1.1504
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-24",2010,3.5749
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 25+",2010,0.5745
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15+",2010,1.1481
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-64",2010,1.1842
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-24",2010,3.6406
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 25+",2010,0.5843
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15+",2010,1.0768
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-64",2010,1.1143
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-24",2010,3.5008
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 25+",2010,0.5643
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15+",2011,1.8753
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-64",2011,1.9368
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-24",2011,4.9011
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 25+",2011,1.2857
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15+",2011,1.5095
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-64",2011,1.5578
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-24",2011,4.0232
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 25+",2011,0.9876
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15+",2011,2.2632
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-64",2011,2.3395
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-24",2011,5.9425
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 25+",2011,1.595
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15+",2012,1.676
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-64",2012,1.7335
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-24",2012,5.2419
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 25+",2012,1.0445
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15+",2012,1.458
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-64",2012,1.5045
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-24",2012,4.3123
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 25+",2012,0.9122
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15+",2012,1.9067
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-64",2012,1.977
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-24",2012,6.3721
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 25+",2012,1.1812
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15+",2013,1.9767
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-64",2013,2.0399
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-24",2013,6.2579
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 25+",2013,1.2285
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15+",2013,1.9876
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-64",2013,2.0499
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-24",2013,5.4944
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 25+",2013,1.3238
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15+",2013,1.9653
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-64",2013,2.0294
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-24",2013,7.1906
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 25+",2013,1.1302
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15+",2014,1.8735
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-64",2014,1.9423
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-24",2014,6.3281
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 25+",2014,1.1408
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15+",2014,1.9276
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-64",2014,1.9994
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-24",2014,5.5794
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 25+",2014,1.2851
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15+",2014,1.8165
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-64",2014,1.8818
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 15-24",2014,7.2182
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Female,"Age (Youth, adults): 25+",2014,0.9921
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15+",2015,2.1246
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-64",2015,2.1865
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 15-24",2015,7.0754
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Total,"Age (Youth, adults): 25+",2015,1.2614
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15+",2015,2.246
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-64",2015,2.3039
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 15-24",2015,6.8262
Viet Nam,SDG indicator 8.5.2 - Unemployment rate (%),VNM - LFS - Labour force survey,Sex: Male,"Age (Youth, adults): 25+",2015,1.3925
